,dependency,doc_id,lemmatized,parent_id,sentence_id,tag,word,word_id
17178,dobj,105.0,действие,14,5.0,NOUN,действия,15
17179,case,105.0,по,17,5.0,ADP,по,16
17180,dobj,105.0,недопущение,15,5.0,NOUN,недопущению,17
17181,dobj,105.0,изменение,17,5.0,NOUN,изменения,18
17182,dobj,105.0,климат,18,5.0,NOUN,климата,19
17183,punct,105.0,.,14,5.0,PUNCT,.,20
17184,case,105.0,для,2,6.0,ADP,Для,1
17185,nmod,105.0,начало,6,6.0,NOUN,начала,2
17186,det,105.0,он,4,6.0,DET,его,3
17187,nsubj,105.0,действие,6,6.0,NOUN,действия,4
17188,cop,105.0,быть,6,6.0,AUX,было,5
17189,ROOT,105.0,необходимый,0,6.0,ADJ,необходимо,6
17190,punct,105.0,",",6,6.0,PUNCT,",",7
17191,mark,105.0,чтобы,10,6.0,SCONJ,чтобы,8
17192,nsubj,105.0,соглашение,10,6.0,NOUN,соглашение,9
17193,advcl,105.0,ратифицировать,6,6.0,VERB,ратифицировали,10
17194,neg,105.0,не,12,6.0,PART,не,11
17195,advmod,105.0,менее,10,6.0,ADV,менее,12
17196,nummod,105.0,55,14,6.0,NUM,55,13
17197,nmod,105.0,страна,12,6.0,NOUN,стран,14
17198,punct,105.0,",",14,6.0,PUNCT,",",15
17199,nsubj,105.0,который,18,6.0,ADJ,которые,16
17200,advmod,105.0,вместе,18,6.0,ADV,вместе,17
17201,acl:relcl,105.0,выбрасывать,14,6.0,VERB,выбрасывают,18
17202,advmod,105.0,более,18,6.0,ADV,более,19
17203,nummod,105.0,55%,22,6.0,NUM,55%,20
17204,amod,105.0,парниковый,22,6.0,ADJ,парниковых,21
17205,nmod,105.0,газ,19,6.0,NOUN,газов,22
17206,case,105.0,в,24,6.0,ADP,в,23
17207,nmod,105.0,мир,22,6.0,NOUN,мире,24
17208,punct,105.0,.,6,6.0,PUNCT,.,25
17209,nsubjpass,105.0,договор,2,7.0,NOUN,Договор,1
17210,ROOT,105.0,призвать,0,7.0,VERB,призван,2
17211,dep,105.0,заменить,2,7.0,VERB,заменить,3
17212,amod,105.0,киотский,5,7.0,ADJ,Киотский,4
17213,dobj,105.0,протокол,3,7.0,NOUN,протокол,5
17214,punct,105.0,",",5,7.0,PUNCT,",",6
17215,amod,105.0,закреплять,9,7.0,VERB,закреплявший,7
17216,amod,105.0,нормировать,9,7.0,VERB,нормированные,8
17217,conj,105.0,обязательство,5,7.0,NOUN,обязательства,9
17218,case,105.0,по,11,7.0,ADP,по,10
17219,nmod,105.0,сокращение,9,7.0,NOUN,сокращению,11
17220,dobj,105.0,выброс,11,7.0,NOUN,выбросов,12
17221,amod,105.0,парниковый,14,7.0,ADJ,парниковых,13
17222,dobj,105.0,газ,12,7.0,NOUN,газов,14
17223,punct,105.0,.,2,7.0,PUNCT,.,15
17224,case,105.0,в,2,8.0,ADP,В,1
17225,nmod,105.0,соответствие,7,8.0,NOUN,соответствии,2
17226,case,105.0,с,4,8.0,ADP,с,3
17227,dobj,105.0,пакт,2,8.0,NOUN,пактом,4
17228,amod,105.0,соединить,6,8.0,VERB,Соединенные,5
17229,nsubj,105.0,штат,7,8.0,NOUN,Штаты,6
17230,ROOT,105.0,обязаться,0,8.0,VERB,обязались,7
17231,case,105.0,к,10,8.0,ADP,к,8
17232,amod,105.0,2025,10,8.0,NUM,2025,9
17233,nmod,105.0,год,7,8.0,NOUN,году,10
17234,xcomp,105.0,сократить,7,8.0,VERB,сократить,11
17235,dobj,105.0,выброс,11,8.0,NOUN,выбросы,12
17236,case,105.0,в,14,8.0,ADP,в,13
17237,nmod,105.0,атмосфера,12,8.0,NOUN,атмосферу,14
17238,amod,105.0,парниковый,16,8.0,ADJ,парниковых,15
17239,dobj,105.0,газ,12,8.0,NOUN,газов,16
17240,case,105.0,на,18,8.0,ADP,на,17
17241,dep,105.0,2628%,11,8.0,NUM,2628%,18
17242,case,105.0,по,20,8.0,ADP,по,19
17243,nmod,105.0,сравнение,11,8.0,NOUN,сравнению,20
17244,case,105.0,с,22,8.0,ADP,с,21
17245,nmod,105.0,уровень,20,8.0,NOUN,уровнем,22
17246,amod,105.0,2005,24,8.0,NUM,2005,23
17247,nmod,105.0,год,22,8.0,NOUN,года,24
17248,punct,105.0,.,7,8.0,PUNCT,.,25
17249,case,106.0,по,2,0.0,ADP,По,1
17250,parataxis,106.0,слово,6,0.0,NOUN,словам,2
17251,nmod,106.0,трамп,2,0.0,NOUN,Трампа,3
17252,punct,106.0,",",3,0.0,PUNCT,",",4
17253,nsubj,106.0,сша,6,0.0,NOUN,США,5
17254,ROOT,106.0,выйти,0,0.0,VERB,выйдут,6
17255,case,106.0,из,8,0.0,ADP,из,7
17256,dobj,106.0,соглашение,6,0.0,NOUN,соглашения,8
17257,case,106.0,в,10,0.0,ADP,в,9
17258,nmod,106.0,связь,8,0.0,NOUN,связи,10
17259,case,106.0,с,12,0.0,ADP,с,11
17260,dobj,106.0,тем,10,0.0,NOUN,тем,12
17261,punct,106.0,",",12,0.0,PUNCT,",",13
17262,mark,106.0,что,19,0.0,SCONJ,что,14
17263,nsubj,106.0,оно,19,0.0,PRON,оно,15
17264,punct,106.0,",",15,0.0,PUNCT,",",16
17265,acl,106.0,вопервое,15,0.0,ADJ,вопервых,17
17266,punct,106.0,",",17,0.0,PUNCT,",",18
17267,advcl,106.0,являться,12,0.0,VERB,является,19
17268,amod,106.0,плохой,21,0.0,ADJ,плохой,20
17269,dobj,106.0,сделка,19,0.0,NOUN,сделкой,21
17270,case,106.0,для,23,0.0,ADP,для,22
17271,nmod,106.0,американец,21,0.0,NOUN,американцев,23
17272,punct,106.0,",",23,0.0,PUNCT,",",24
17273,cc,106.0,а,19,0.0,CONJ,а,25
17274,advmod,106.0,вовторое,29,0.0,ADV,вовторых,26
17275,punct,106.0,",",26,0.0,PUNCT,",",27
17276,nsubj,106.0,трамп,29,0.0,NOUN,Трамп,28
17277,conj,106.0,собираться,19,0.0,VERB,собирается,29
17278,xcomp,106.0,выполнять,29,0.0,VERB,выполнять,30
17279,det,106.0,свой,33,0.0,DET,свои,31
17280,amod,106.0,предвыборный,33,0.0,ADJ,предвыборные,32
17281,dobj,106.0,обещание,30,0.0,NOUN,обещания,33
17282,punct,106.0,.,6,0.0,PUNCT,.,34
17283,nsubjpass,106.0,условие,12,1.0,NOUN,Условия,1
17284,amod,106.0,парижский,3,1.0,ADJ,Парижского,2
17285,nmod,106.0,соглашение,1,1.0,NOUN,соглашения,3
17286,punct,106.0,",",3,1.0,PUNCT,",",4
17287,mark,106.0,как,6,1.0,SCONJ,как,5
17288,parataxis,106.0,считать,12,1.0,VERB,считают,6
17289,case,106.0,в,9,1.0,ADP,в,7
17290,amod,106.0,бел,9,1.0,ADJ,Белом,8
17291,nmod,106.0,дом,6,1.0,NOUN,доме,9
17292,punct,106.0,",",9,1.0,PUNCT,",",10
17293,advmod,106.0,недостаточно,12,1.0,ADV,недостаточно,11
17294,ROOT,106.0,обсуждаться,0,1.0,VERB,обсуждались,12
17295,nmod,106.0,администрация,12,1.0,NOUN,администрацией,13
17296,dobj,106.0,экспрезидент,12,1.0,NOUN,экспрезидента,14
17297,appos,106.0,барак,14,1.0,NOUN,Барака,15
17298,punct,106.0,),15,1.0,PUNCT,),16
17299,dobj,106.0,обама,14,1.0,NOUN,Обамы,17
17300,punct,106.0,",",17,1.0,PUNCT,",",18
17301,cc,106.0,а,12,1.0,CONJ,а,19
17302,nsubjpass,106.0,оно,23,1.0,PRON,оно,20
17303,acl,106.0,сам,23,1.0,ADJ,само,21
17304,auxpass,106.0,быть,23,1.0,AUX,было,22
17305,conj,106.0,подписать,12,1.0,VERB,подписано,23
17306,case,106.0,от,25,1.0,ADP,от,24
17307,iobj,106.0,отчаяние,23,1.0,NOUN,отчаяния,25
17308,punct,106.0,.,12,1.0,PUNCT,.,26
17309,case,106.0,в,3,2.0,ADP,В,1
17310,amod,106.0,бел,3,2.0,ADJ,Белом,2
17311,nmod,106.0,дом,5,2.0,NOUN,доме,3
17312,advmod,106.0,также,5,2.0,ADV,также,4
17313,ROOT,106.0,отметить,0,2.0,VERB,отметили,5
17314,punct,106.0,",",5,2.0,PUNCT,",",6
17315,mark,106.0,что,10,2.0,SCONJ,что,7
17316,case,106.0,в,9,2.0,ADP,в,8
17317,nmod,106.0,соглашение,10,2.0,NOUN,соглашении,9
17318,advcl,106.0,говориться,5,2.0,VERB,говорится,10
17319,case,106.0,о,13,2.0,ADP,о,11
17320,amod,106.0,бессмысленный,13,2.0,ADJ,бессмысленных,12
17321,nmod,106.0,обязательство,10,2.0,NOUN,обязательствах,13
17322,case,106.0,от,16,2.0,ADP,от,14
17323,amod,106.0,мировой,16,2.0,ADJ,мировых,15
17324,dobj,106.0,эмитент,13,2.0,NOUN,эмитентов,16
17325,punct,106.0,",",16,2.0,PUNCT,",",17
17326,acl,106.0,такой,16,2.0,ADJ,таких,18
17327,cc,106.0,как,18,2.0,SCONJ,как,19
17328,advmod,106.0,китай,18,2.0,NOUN,Китай,20
17329,punct,106.0,.,5,2.0,PUNCT,.,21
17330,case,106.0,в,2,3.0,ADP,В,1
17331,nmod,106.0,ход,6,3.0,NOUN,ходе,2
17332,amod,106.0,избирательный,4,3.0,ADJ,избирательной,3
17333,nmod,106.0,кампания,2,3.0,NOUN,кампании,4
17334,nsubj,106.0,трамп,6,3.0,NOUN,Трамп,5
17335,ROOT,106.0,заявлять,0,3.0,VERB,заявлял,6
17336,case,106.0,о,8,3.0,ADP,о,7
17337,nmod,106.0,намерение,6,3.0,NOUN,намерении,8
17338,dep,106.0,выйти,8,3.0,VERB,выйти,9
17339,case,106.0,из,12,3.0,ADP,из,10
17340,amod,106.0,парижский,12,3.0,ADJ,Парижского,11
17341,dobj,106.0,соглашение,9,3.0,NOUN,соглашения,12
17342,punct,106.0,",",12,3.0,PUNCT,",",13
17343,advcl,106.0,мотивировать,9,3.0,VERB,мотивируя,14
17344,dobj,106.0,это,14,3.0,NOUN,это,15
17345,nmod,106.0,тем,14,3.0,NOUN,тем,16
17346,punct,106.0,",",16,3.0,PUNCT,",",17
17347,mark,106.0,что,23,3.0,SCONJ,что,18
17348,det,106.0,он,20,3.0,DET,его,19
17349,nsubj,106.0,выполнение,23,3.0,NOUN,выполнение,20
17350,advmod,106.0,слишком,22,3.0,ADV,слишком,21
17351,advmod,106.0,дорого,23,3.0,ADV,дорого,22
17352,advcl,106.0,обойтись,16,3.0,VERB,обойдется,23
17353,nsubj,106.0,сша,23,3.0,NOUN,США,24
17354,punct,106.0,.,6,3.0,PUNCT,.,25
17355,amod,107.0,официальный,2,0.0,ADJ,Официальный,1
17356,nsubj,107.0,представитель,7,0.0,NOUN,представитель,2
17357,dobj,107.0,генсек,2,0.0,NOUN,генсека,3
17358,dobj,107.0,оон,3,0.0,NOUN,ООН,4
17359,appos,107.0,стефан,2,0.0,NOUN,Стефан,5
17360,name,107.0,дюжаррик,5,0.0,NOUN,Дюжаррик,6
17361,ROOT,107.0,назвать,0,0.0,VERB,назвал,7
17362,amod,107.0,больший,9,0.0,ADJ,большим,8
17363,nmod,107.0,разочарование,7,0.0,NOUN,разочарованием,9
17364,dobj,107.0,решение,7,0.0,NOUN,решение,10
17365,nmod,107.0,президент,10,0.0,NOUN,президента,11
17366,dobj,107.0,сша,11,0.0,NOUN,США,12
17367,appos,107.0,дональд,11,0.0,NOUN,Дональда,13
17368,appos,107.0,трамп,13,0.0,NOUN,Трампа,14
17369,case,107.0,о,16,0.0,ADP,о,15
17370,nmod,107.0,выход,10,0.0,NOUN,выходе,16
17371,dobj,107.0,страна,16,0.0,NOUN,страны,17
17372,case,107.0,из,20,0.0,ADP,из,18
17373,amod,107.0,парижский,20,0.0,ADJ,Парижского,19
17374,iobj,107.0,соглашение,16,0.0,NOUN,соглашения,20
17375,case,107.0,по,22,0.0,ADP,по,21
17376,nmod,107.0,климат,20,0.0,NOUN,климату,22
17377,punct,107.0,",",22,0.0,PUNCT,",",23
17378,conj,107.0,передавать,7,0.0,VERB,передаёт,24
17379,dobj,107.0,агентство,24,0.0,NOUN,агентство,25
17380,dobj,107.0,reuters,25,0.0,NOUN,Reuters,26
17381,punct,107.0,.,7,0.0,PUNCT,.,27
17382,nsubj,107.0,решение,3,1.0,NOUN,Решение,1
17383,nmod,107.0,сша,1,1.0,NOUN,США,2
17384,ROOT,107.0,являться,0,1.0,VERB,является,3
17385,amod,107.0,больший,5,1.0,ADJ,большим,4
17386,dobj,107.0,разочарование,3,1.0,NOUN,разочарованием,5
17387,case,107.0,для,8,1.0,ADP,для,6
17388,amod,107.0,мировой,8,1.0,ADJ,мировых,7
17389,dobj,107.0,усилие,5,1.0,NOUN,усилий,8
17390,case,107.0,по,10,1.0,ADP,по,9
17391,dobj,107.0,снижение,8,1.0,NOUN,снижению,10
17392,dobj,107.0,выброс,10,1.0,NOUN,выброса,11
17393,amod,107.0,парниковый,13,1.0,ADJ,парниковых,12
17394,dobj,107.0,газ,10,1.0,NOUN,газов,13
17395,cc,107.0,и,10,1.0,CONJ,и,14
17396,conj,107.0,продвижение,10,1.0,NOUN,продвижению,15
17397,amod,107.0,мировой,17,1.0,ADJ,мировой,16
17398,dobj,107.0,безопасность,15,1.0,NOUN,безопасности,17
17399,punct,107.0,",",17,1.0,PUNCT,",",18
17400,parataxis,107.0,заявить,3,1.0,VERB,заявил,19
17401,nsubj,107.0,дюжаррик,19,1.0,NOUN,Дюжаррик,20
17402,punct,107.0,.,3,1.0,PUNCT,.,21
17403,advmod,107.0,вместе,13,2.0,ADV,Вместе,1
17404,case,107.0,с,3,2.0,ADP,с,2
17405,dobj,107.0,тем,1,2.0,NOUN,тем,3
17406,punct,107.0,",",3,2.0,PUNCT,",",4
17407,case,107.0,по,7,2.0,ADP,по,5
17408,det,107.0,он,7,2.0,DET,его,6
17409,parataxis,107.0,слово,13,2.0,NOUN,словам,7
17410,punct,107.0,",",7,2.0,PUNCT,",",8
17411,nsubj,107.0,генсек,13,2.0,NOUN,генсек,9
17412,dobj,107.0,оон,9,2.0,NOUN,ООН,10
17413,appos,107.0,антониу,9,2.0,NOUN,Антониу,11
17414,name,107.0,гутерриша,11,2.0,NOUN,Гутерриш,12
17415,ROOT,107.0,сохранять,0,2.0,VERB,сохраняет,13
17416,dobj,107.0,уверенность,13,2.0,NOUN,уверенность,14
17417,punct,107.0,",",14,2.0,PUNCT,",",15
17418,mark,107.0,что,24,2.0,SCONJ,что,16
17419,nsubj,107.0,город,24,2.0,NOUN,города,17
17420,punct,107.0,",",17,2.0,PUNCT,",",18
17421,conj,107.0,штат,17,2.0,NOUN,штаты,19
17422,cc,107.0,и,17,2.0,CONJ,и,20
17423,conj,107.0,бизнессообщество,17,2.0,NOUN,бизнессообщество,21
17424,case,107.0,в,23,2.0,ADP,в,22
17425,nmod,107.0,сша,21,2.0,NOUN,США,23
17426,advcl,107.0,продолжить,14,2.0,VERB,продолжат,24
17427,xcomp,107.0,демонстрировать,24,2.0,VERB,демонстрировать,25
17428,dobj,107.0,лидерство,25,2.0,NOUN,лидерство,26
17429,case,107.0,в,28,2.0,ADP,в,27
17430,nmod,107.0,развитие,25,2.0,NOUN,развитии,28
17431,amod,107.0,низкоуглеродный,30,2.0,ADJ,низкоуглеродной,29
17432,dobj,107.0,экономика,28,2.0,NOUN,экономики,30
17433,cc,107.0,и,25,2.0,CONJ,и,31
17434,conj,107.0,создавать,25,2.0,VERB,создавать,32
17435,amod,107.0,рабочий,34,2.0,ADJ,рабочие,33
17436,dobj,107.0,место,32,2.0,NOUN,места,34
17437,cc,107.0,и,34,2.0,CONJ,и,35
17438,conj,107.0,рынок,34,2.0,NOUN,рынки,36
17439,case,107.0,для,38,2.0,ADP,для,37
17440,nmod,107.0,процветание,36,2.0,NOUN,процветания,38
17441,case,107.0,в,41,2.0,ADP,в,39
17442,amod,107.0,xxi,41,2.0,NUM,XXI,40
17443,nmod,107.0,век,32,2.0,NOUN,веке,41
17444,punct,107.0,.,13,2.0,PUNCT,.,42
17445,amod,108.0,соединить,2,0.0,VERB,Соединенные,1
17446,nsubj,108.0,штат,4,0.0,NOUN,Штаты,2
17447,advmod,108.0,незамедлительно,4,0.0,ADV,незамедлительно,3
17448,ROOT,108.0,отказываться,0,0.0,VERB,отказываются,4
17449,case,108.0,от,6,0.0,ADP,от,5
17450,dobj,108.0,финансирование,4,0.0,NOUN,финансирования,6
17451,amod,108.0,зелёный,9,0.0,ADJ,Зеленого,7
17452,amod,108.0,климатический,9,0.0,ADJ,климатического,8
17453,dobj,108.0,фонд,6,0.0,NOUN,фонда,9
17454,nmod,108.0,оон,9,0.0,NOUN,ООН,10
17455,punct,108.0,.,4,0.0,PUNCT,.,11
17456,case,108.0,о,2,1.0,ADP,Об,1
17457,nmod,108.0,это,10,1.0,NOUN,этом,2
17458,case,108.0,на,4,1.0,ADP,на,3
17459,nmod,108.0,брифинг,10,1.0,NOUN,брифинге,4
17460,case,108.0,для,6,1.0,ADP,для,5
17461,nmod,108.0,журналист,4,1.0,NOUN,журналистов,6
17462,case,108.0,в,9,1.0,ADP,в,7
17463,amod,108.0,бел,9,1.0,ADJ,Белом,8
17464,nmod,108.0,дом,4,1.0,NOUN,доме,9
17465,ROOT,108.0,заявить,0,1.0,VERB,заявил,10
17466,nsubj,108.0,глава,10,1.0,NOUN,глава,11
17467,amod,108.0,федеральный,13,1.0,ADJ,Федерального,12
17468,dobj,108.0,агентство,11,1.0,NOUN,агентства,13
17469,case,108.0,по,15,1.0,ADP,по,14
17470,dobj,108.0,охрана,13,1.0,NOUN,охране,15
17471,amod,108.0,окружающий,17,1.0,VERB,окружающей,16
17472,dobj,108.0,среда,15,1.0,NOUN,среды,17
17473,conj,108.0,скотт,11,1.0,NOUN,Скотт,18
17474,dobj,108.0,прюитта,18,1.0,NOUN,Прюитт,19
17475,punct,108.0,.,10,1.0,PUNCT,.,20
17476,advcl,108.0,комментировать,13,2.0,VERB,Комментируя,1
17477,dobj,108.0,решение,1,2.0,NOUN,решение,2
17478,nmod,108.0,президент,2,2.0,NOUN,президента,3
17479,dobj,108.0,трамп,3,2.0,NOUN,Трампа,4
17480,dep,108.0,выйти,2,2.0,VERB,выйти,5
17481,case,108.0,из,8,2.0,ADP,из,6
17482,amod,108.0,парижский,8,2.0,ADJ,Парижского,7
17483,dobj,108.0,соглашение,5,2.0,NOUN,соглашения,8
17484,case,108.0,по,10,2.0,ADP,по,9
17485,nmod,108.0,климат,8,2.0,NOUN,климату,10
17486,punct,108.0,",",10,2.0,PUNCT,",",11
17487,nsubj,108.0,прюитта,13,2.0,NOUN,Прюитт,12
17488,ROOT,108.0,пояснить,0,2.0,VERB,пояснил,13
17489,punct,108.0,",",13,2.0,PUNCT,",",14
17490,mark,108.0,что,29,2.0,SCONJ,что,15
17491,det,108.0,такой,18,2.0,DET,такие,16
17492,amod,108.0,поставить,18,2.0,VERB,поставленные,17
17493,nsubj,108.0,цель,29,2.0,NOUN,цели,18
17494,punct,108.0,",",18,2.0,PUNCT,",",19
17495,cc,108.0,как,18,2.0,SCONJ,как,20
17496,advmod,108.0,сокращение,18,2.0,NOUN,сокращение,21
17497,dobj,108.0,выброс,21,2.0,NOUN,выбросов,22
17498,amod,108.0,парниковый,24,2.0,ADJ,парниковых,23
17499,dobj,108.0,газ,22,2.0,NOUN,газов,24
17500,case,108.0,на,27,2.0,ADP,на,25
17501,nummod,108.0,2628,27,2.0,NUM,2628,26
17502,iobj,108.0,процент,22,2.0,NOUN,процентов,27
17503,cop,108.0,—,29,2.0,PUNCT,—,28
17504,advcl,108.0,недостижимый,13,2.0,ADJ,недостижимы,29
17505,punct,108.0,.,13,2.0,PUNCT,.,30
17506,nsubj,108.0,чиновник,2,3.0,NOUN,Чиновник,1
17507,ROOT,108.0,напомнить,0,3.0,VERB,напомнил,2
17508,punct,108.0,",",2,3.0,PUNCT,",",3
17509,mark,108.0,что,7,3.0,SCONJ,что,4
17510,advmod,108.0,ранее,7,3.0,ADV,ранее,5
17511,nsubj,108.0,сша,7,3.0,NOUN,США,6
17512,advcl,108.0,внести,2,3.0,VERB,внесли,7
17513,case,108.0,в,10,3.0,ADP,в,8
17514,amod,108.0,зелёный,10,3.0,ADJ,Зеленый,9
17515,nmod,108.0,фонд,7,3.0,NOUN,фонд,10
17516,compound,108.0,три,12,3.0,NUM,три,11
17517,nummod:gov,108.0,миллиард,13,3.0,NOUN,миллиарда,12
17518,nmod,108.0,доллар,7,3.0,NOUN,долларов,13
17519,punct,108.0,.,2,3.0,PUNCT,.,14
17520,case,108.0,по,3,4.0,ADP,По,1
17521,det,108.0,он,3,4.0,DET,его,2
17522,parataxis,108.0,слово,10,4.0,NOUN,словам,3
17523,punct,108.0,",",3,4.0,PUNCT,",",4
17524,nsubj,108.0,администрация,10,4.0,NOUN,администрация,5
17525,dobj,108.0,президент,5,4.0,NOUN,президента,6
17526,case,108.0,в,9,4.0,ADP,в,7
17527,amod,108.0,настоящее,9,4.0,ADJ,настоящее,8
17528,nmod,108.0,время,10,4.0,NOUN,время,9
17529,ROOT,108.0,обсуждать,0,4.0,VERB,обсуждает,10
17530,case,108.0,с,12,4.0,ADP,с,11
17531,nmod,108.0,министерство,10,4.0,NOUN,Министерством,12
17532,dobj,108.0,юстиция,12,4.0,NOUN,юстиции,13
17533,amod,108.0,дальнейший,15,4.0,ADJ,дальнейшие,14
17534,dobj,108.0,шаг,10,4.0,NOUN,шаги,15
17535,case,108.0,по,18,4.0,ADP,по,16
17536,amod,108.0,формальный,18,4.0,ADJ,формальному,17
17537,dobj,108.0,выход,15,4.0,NOUN,выходу,18
17538,case,108.0,из,21,4.0,ADP,из,19
17539,amod,108.0,парижский,21,4.0,ADJ,Парижского,20
17540,nmod,108.0,соглашение,18,4.0,NOUN,соглашения,21
17541,punct,108.0,",",21,4.0,PUNCT,",",22
17542,cc,108.0,и,10,4.0,CONJ,и,23
17543,amod,108.0,окончательный,25,4.0,ADJ,окончательный,24
17544,nsubj,108.0,выход,26,4.0,NOUN,выход,25
17545,conj,108.0,занять,10,4.0,VERB,займет,26
17546,nummod,108.0,несколько,28,4.0,NUM,несколько,27
17547,dobj,108.0,неделя,26,4.0,NOUN,недель,28
17548,punct,108.0,.,10,4.0,PUNCT,.,29
17549,cc,108.0,но,9,5.0,CONJ,Но,1
17550,nsubj,108.0,что,3,5.0,PRON,что,2
17551,acl,108.0,касаться,9,5.0,VERB,касается,3
17552,amod,108.0,зелёный,5,5.0,ADJ,Зеленого,4
17553,dobj,108.0,фонд,3,5.0,NOUN,фонда,5
17554,punct,108.0,",",5,5.0,PUNCT,",",6
17555,cc,108.0,то,3,5.0,CONJ,то,7
17556,nsubj,108.0,это,9,5.0,NOUN,это,8
17557,ROOT,108.0,случиться,0,5.0,VERB,случится,9
17558,advmod,108.0,сейчас,9,5.0,ADV,сейчас,10
17559,advmod,108.0,же,10,5.0,PART,же,11
17560,punct,108.0,",",11,5.0,PUNCT,",",12
17561,punct,108.0,—,11,5.0,PUNCT,—,13
17562,parataxis,108.0,заявить,9,5.0,VERB,заявил,14
17563,nsubj,108.0,прюитта,14,5.0,NOUN,Прюитт,15
17564,punct,108.0,.,9,5.0,PUNCT,.,16
17565,amod,108.0,зелёный,3,6.0,ADJ,Зеленый,1
17566,amod,108.0,климатический,3,6.0,ADJ,климатический,2
17567,nsubjpass,108.0,фонд,5,6.0,NOUN,фонд,3
17568,auxpass,108.0,быть,5,6.0,AUX,был,4
17569,ROOT,108.0,создать,0,6.0,VERB,создан,5
17570,mark,108.0,как,7,6.0,SCONJ,как,6
17571,iobj,108.0,инструмент,5,6.0,NOUN,инструмент,7
17572,case,108.0,для,9,6.0,ADP,для,8
17573,dobj,108.0,выполнение,7,6.0,NOUN,выполнения,9
17574,amod,108.0,парижский,11,6.0,ADJ,Парижского,10
17575,dobj,108.0,соглашение,9,6.0,NOUN,соглашения,11
17576,case,108.0,по,13,6.0,ADP,по,12
17577,nmod,108.0,климат,11,6.0,NOUN,климату,13
17578,punct,108.0,.,5,6.0,PUNCT,.,14
17579,case,108.0,в,2,7.0,ADP,В,1
17580,nmod,108.0,он,4,7.0,PRON,него,2
17581,nsubj,108.0,страныучастница,4,7.0,NOUN,страныучастницы,3
17582,ROOT,108.0,согласиться,0,7.0,VERB,согласились,4
17583,case,108.0,к,7,7.0,ADP,к,5
17584,amod,108.0,2020,7,7.0,NUM,2020,6
17585,nmod,108.0,год,4,7.0,NOUN,году,7
17586,xcomp,108.0,внести,4,7.0,VERB,внести,8
17587,compound,108.0,100,10,7.0,NUM,100,9
17588,nummod:gov,108.0,миллиард,11,7.0,NOUN,миллиардов,10
17589,nmod,108.0,доллар,8,7.0,NOUN,долларов,11
17590,punct,108.0,.,4,7.0,PUNCT,.,12
17591,nummod,108.0,1,3,8.0,NUM,1,1
17592,nmod,108.0,июнь,1,8.0,NOUN,июня,2
17593,nsubj,108.0,дональд,5,8.0,NOUN,Дональд,3
17594,appos,108.0,трамп,3,8.0,NOUN,Трамп,4
17595,ROOT,108.0,постановить,0,8.0,VERB,постановил,5
17596,punct,108.0,",",5,8.0,PUNCT,",",6
17597,mark,108.0,что,9,8.0,SCONJ,что,7
17598,nsubj,108.0,сша,9,8.0,NOUN,США,8
17599,advcl,108.0,выходить,5,8.0,VERB,выходят,9
17600,case,108.0,из,12,8.0,ADP,из,10
17601,amod,108.0,парижский,12,8.0,ADJ,Парижского,11
17602,dobj,108.0,соглашение,9,8.0,NOUN,соглашения,12
17603,punct,108.0,",",12,8.0,PUNCT,",",13
17604,advcl,108.0,объяснить,9,8.0,VERB,объяснив,14
17605,punct,108.0,",",14,8.0,PUNCT,",",15
17606,mark,108.0,что,20,8.0,SCONJ,что,16
17607,nsubj,108.0,выполнение,20,8.0,NOUN,выполнение,17
17608,det,108.0,этот,19,8.0,DET,этих,18
17609,dobj,108.0,договорённость,17,8.0,NOUN,договоренностей,19
17610,advcl,108.0,мочь,14,8.0,VERB,может,20
17611,xcomp,108.0,принести,20,8.0,VERB,принести,21
17612,dobj,108.0,убыток,21,8.0,NOUN,убытки,22
17613,case,108.0,для,24,8.0,ADP,для,23
17614,nmod,108.0,страна,22,8.0,NOUN,страны,24
17615,punct,108.0,.,5,8.0,PUNCT,.,25
17616,amod,108.0,парижский,2,9.0,ADJ,Парижское,1
17617,nsubj,108.0,соглашение,9,9.0,NOUN,соглашение,2
17618,punct,108.0,",",2,9.0,PUNCT,",",3
17619,amod,108.0,заключить,2,9.0,VERB,заключенное,4
17620,case,108.0,в,7,9.0,ADP,в,5
17621,amod,108.0,2015,7,9.0,NUM,2015,6
17622,nmod,108.0,год,4,9.0,NOUN,году,7
17623,punct,108.0,",",7,9.0,PUNCT,",",8
17624,ROOT,108.0,предусматривать,0,9.0,VERB,предусматривает,9
17625,dobj,108.0,выделение,9,9.0,NOUN,выделение,10
17626,compound,108.0,100,12,9.0,NUM,100,11
17627,nummod:gov,108.0,миллиард,13,9.0,NOUN,миллиардов,12
17628,nmod,108.0,доллар,9,9.0,NOUN,долларов,13
17629,amod,108.0,развивающийся,15,9.0,VERB,развивающимся,14
17630,nmod,108.0,страна,13,9.0,NOUN,странам,15
17631,case,108.0,для,17,9.0,ADP,для,16
17632,nmod,108.0,решение,13,9.0,NOUN,решения,17
17633,amod,108.0,климатический,19,9.0,ADJ,климатических,18
17634,dobj,108.0,проблема,17,9.0,NOUN,проблем,19
17635,punct,108.0,.,9,9.0,PUNCT,.,20
17636,amod,109.0,соединить,2,0.0,VERB,Соединенные,1
17637,nsubj,109.0,штат,4,0.0,NOUN,Штаты,2
17638,advmod,109.0,незамедлительно,4,0.0,ADV,незамедлительно,3
